-6.700000000000000000e+01,-6.700000000000000000e+01,-6.700000000000000000e+01,-6.700000000000000000e+01,-6.700000000000000000e+01
-6.699300699300698625e+01,-6.699300699300698625e+01,-6.699300699300698625e+01,-6.699300699300698625e+01,-6.699300699300698625e+01
-6.698601804178802865e+01,-6.698601804178802865e+01,-6.698601804178802865e+01,-6.698601804178802865e+01,-6.698601804178802865e+01
-6.697903313643894307e+01,-6.697903313643894307e+01,-6.697903313643894307e+01,-6.697903313643894307e+01,-6.697903313643894307e+01
-6.697205226706785197e+01,-6.697205226706785197e+01,-6.697205226706785197e+01,-6.697205226706785197e+01,-6.697205226706785197e+01
-6.696507542379519862e+01,-6.696507542379519862e+01,-6.696507542379519862e+01,-6.696507542379519862e+01,-6.696507542379519862e+01
-6.695810259675370446e+01,-6.695810259675370446e+01,-6.695810259675370446e+01,-6.695810259675370446e+01,-6.695810259675370446e+01
-6.695113377608835492e+01,-6.695113377608835492e+01,-6.695113377608835492e+01,-6.695113377608835492e+01,-6.695113377608835492e+01
-6.694416895195638517e+01,-6.694416895195638517e+01,-6.694416895195638517e+01,-6.694416895195638517e+01,-6.694416895195638517e+01
-6.693720811452726593e+01,-6.693720811452726593e+01,-6.693720811452726593e+01,-6.693720811452726593e+01,-6.693720811452726593e+01
-6.693025125398270347e+01,-6.693025125398270347e+01,-6.693025125398270347e+01,-6.693025125398270347e+01,-6.693025125398270347e+01
-6.692329836051658276e+01,-6.692329836051658276e+01,-6.692329836051658276e+01,-6.692329836051658276e+01,-6.692329836051658276e+01
-6.691634942433499589e+01,-6.691634942433499589e+01,-6.691634942433499589e+01,-6.691634942433499589e+01,-6.691634942433499589e+01
-6.690940443565619944e+01,-6.690940443565619944e+01,-6.690940443565619944e+01,-6.690940443565619944e+01,-6.690940443565619944e+01
-6.690246338471060028e+01,-6.690246338471060028e+01,-6.690246338471060028e+01,-6.690246338471060028e+01,-6.690246338471060028e+01
