-6.700000000000000000e+01,-6.700000000000000000e+01,-6.700000000000000000e+01,-6.700000000000000000e+01,-6.700000000000000000e+01
-6.703277744902551660e+01,-6.703277744902551660e+01,-6.703277744902551660e+01,-6.703277744902551660e+01,-6.703277744902551660e+01
-6.706537012373775042e+01,-6.706537012373775042e+01,-6.706537012373775042e+01,-6.706537012373775042e+01,-6.706537012373775042e+01
-6.709778336076563221e+01,-6.709778336076563221e+01,-6.709778336076563221e+01,-6.709778336076563221e+01,-6.709778336076563221e+01
-6.713002083501083916e+01,-6.713002083501083916e+01,-6.713002083501083916e+01,-6.713002083501083916e+01,-6.713002083501083916e+01
-6.716208537973963644e+01,-6.716208537973963644e+01,-6.716208537973963644e+01,-6.716208537973963644e+01,-6.716208537973963644e+01
-6.719397943578944421e+01,-6.719397943578944421e+01,-6.719397943578944421e+01,-6.719397943578944421e+01,-6.719397943578944421e+01
-6.722570522894768885e+01,-6.722570522894768885e+01,-6.722570522894768885e+01,-6.722570522894768885e+01,-6.722570522894768885e+01
-6.725726485211264105e+01,-6.725726485211264105e+01,-6.725726485211264105e+01,-6.725726485211264105e+01,-6.725726485211264105e+01
-6.728866030377903940e+01,-6.728866030377903940e+01,-6.728866030377903940e+01,-6.728866030377903940e+01,-6.728866030377903940e+01
-6.731989350659395654e+01,-6.731989350659395654e+01,-6.731989350659395654e+01,-6.731989350659395654e+01,-6.731989350659395654e+01
-6.735096631685773616e+01,-6.735096631685773616e+01,-6.735096631685773616e+01,-6.735096631685773616e+01,-6.735096631685773616e+01
-6.738188046374662576e+01,-6.738188046374662576e+01,-6.738188046374662576e+01,-6.738188046374662576e+01,-6.738188046374662576e+01
-6.741263757766789411e+01,-6.741263757766789411e+01,-6.741263757766789411e+01,-6.741263757766789411e+01,-6.741263757766789411e+01
-6.744323923824639166e+01,-6.744323923824639166e+01,-6.744323923824639166e+01,-6.744323923824639166e+01,-6.744323923824639166e+01
-6.747368697646747648e+01,-6.747368697646747648e+01,-6.747368697646747648e+01,-6.747368697646747648e+01,-6.747368697646747648e+01
-6.750398227660897987e+01,-6.750398227660897987e+01,-6.750398227660897987e+01,-6.750398227660897987e+01,-6.750398227660897987e+01
-6.753412657804480546e+01,-6.753412657804480546e+01,-6.753412657804480546e+01,-6.753412657804480546e+01,-6.753412657804480546e+01
-6.756412127695595871e+01,-6.756412127695595871e+01,-6.756412127695595871e+01,-6.756412127695595871e+01,-6.756412127695595871e+01
-6.759396772796458208e+01,-6.759396772796458208e+01,-6.759396772796458208e+01,-6.759396772796458208e+01,-6.759396772796458208e+01
