amp,mse,corr
-2.0,882.16259765625,0.9988946318626404
-1.9,795.9915771484375,0.9988937973976135
-1.7999999999999998,714.2203979492188,0.9988929033279419
-1.6999999999999997,636.8519287109375,0.9988921880722046
-1.5999999999999996,563.8889770507812,0.9988918304443359
-1.4999999999999996,495.33734130859375,0.9988914132118225
-1.3999999999999995,431.2023010253906,0.9988914728164673
-1.2999999999999994,371.4920349121094,0.9988920092582703
-1.1999999999999993,316.2153015136719,0.9988929033279419
-1.0999999999999992,265.3820495605469,0.9988948106765747
-0.9999999999999991,219.0023193359375,0.9988971948623657
-0.899999999999999,177.08486938476562,0.9989004135131836
-0.7999999999999989,139.63619995117188,0.9989041686058044
-0.6999999999999988,106.65877532958984,0.9989082217216492
-0.5999999999999988,78.15116882324219,0.9989117980003357
-0.49999999999999867,54.107791900634766,0.9989128708839417
-0.3999999999999986,34.518890380859375,0.9989048838615417
-0.2999999999999985,19.370267868041992,0.9988683462142944
-0.1999999999999984,8.632980346679688,0.9987154006958008
-0.09999999999999831,2.22270131111145,0.9977961778640747
1.7763568394002505e-15,0.0037540660705417395,0.9595195651054382
0.10000000000000187,98.67432403564453,0.10506609827280045
0.20000000000000195,298.1235046386719,0.2917760908603668
0.30000000000000204,534.1126098632812,0.23224690556526184
0.40000000000000213,784.0253295898438,0.26450902223587036
0.5000000000000022,1289.9031982421875,0.12169881910085678
0.6000000000000023,1597.361328125,0.140681192278862
0.7000000000000024,1967.19921875,0.027983183041214943
0.8000000000000025,1861.376953125,0.19789999723434448
0.9000000000000026,2119.822509765625,0.11763254553079605
1.0000000000000027,2694.007080078125,-0.029456190764904022
1.1000000000000028,2529.00244140625,0.09669136255979538
1.2000000000000028,2558.739501953125,0.1319669783115387
1.300000000000003,2769.8564453125,0.08135104924440384
1.400000000000003,2880.44140625,0.07595715671777725
1.500000000000003,2856.0234375,0.09682103991508484
1.6000000000000032,2835.084716796875,0.11932677030563354
1.7000000000000033,2940.42431640625,0.07879864424467087
1.8000000000000034,2984.050048828125,0.08170858025550842
1.9000000000000035,2925.139892578125,0.10337656736373901
2.0000000000000036,2872.865478515625,0.12108924984931946
2.100000000000003,2891.2265625,0.11898845434188843
2.2000000000000037,2825.9873046875,0.13696593046188354
2.3000000000000043,2874.72216796875,0.12774457037448883
2.400000000000004,2835.31689453125,0.13314597308635712
2.5000000000000036,2870.360107421875,0.13048726320266724
2.600000000000004,2861.87744140625,0.1285124570131302
2.7000000000000046,2864.003662109375,0.11949621140956879
2.8000000000000043,2861.0,0.13031317293643951
2.900000000000004,2848.47216796875,0.12783005833625793
3.0000000000000044,2827.463134765625,0.12640637159347534
3.100000000000005,2820.65234375,0.13597238063812256
3.2000000000000046,2818.405029296875,0.13061726093292236
3.3000000000000043,2806.35791015625,0.12864074110984802
3.400000000000005,2783.87451171875,0.1303621232509613
3.5000000000000053,2756.4375,0.14474721252918243
3.600000000000005,2735.3564453125,0.14477460086345673
3.7000000000000046,2715.174072265625,0.14444687962532043
3.800000000000005,2703.057861328125,0.14586575329303741
3.9000000000000057,2676.702880859375,0.15696735680103302
4.000000000000005,2648.98095703125,0.15904398262500763
4.100000000000005,2620.79248046875,0.16213606297969818
4.2000000000000055,2609.70361328125,0.16064396500587463
4.300000000000006,2593.3486328125,0.16916000843048096
4.400000000000006,2573.33935546875,0.1704677790403366
4.500000000000005,2543.493896484375,0.17431259155273438
4.600000000000006,2513.431884765625,0.17740201950073242
4.700000000000006,2517.120849609375,0.17447581887245178
4.800000000000006,2503.169189453125,0.1788126677274704
4.900000000000006,2495.7822265625,0.17706064879894257
5.000000000000006,2466.583984375,0.18006834387779236
5.100000000000007,2452.34228515625,0.18040436506271362
5.200000000000006,2450.809326171875,0.1778925359249115
5.300000000000006,2433.702880859375,0.17898884415626526
5.400000000000007,2447.209716796875,0.17366787791252136
5.500000000000007,2426.302978515625,0.17427994310855865
5.600000000000007,2415.41455078125,0.1731427162885666
5.700000000000006,2421.147216796875,0.16859692335128784
5.800000000000007,2397.287109375,0.16975894570350647
5.9000000000000075,2388.718994140625,0.16863791644573212
6.000000000000007,2395.38720703125,0.16489902138710022
6.100000000000007,2373.82666015625,0.16614264249801636
6.200000000000006,2368.775634765625,0.16550135612487793
6.300000000000008,2356.0185546875,0.16457898914813995
6.4000000000000075,2329.509521484375,0.1674075573682785
6.500000000000007,2302.636474609375,0.17052052915096283
6.6000000000000085,2300.45751953125,0.1694319099187851
6.700000000000008,2280.460693359375,0.1752682775259018
6.800000000000008,2255.39404296875,0.1800650805234909
6.9000000000000075,2230.226318359375,0.1825271099805832
7.000000000000007,2202.815185546875,0.18713146448135376
7.1000000000000085,2174.5869140625,0.19150890409946442
7.200000000000008,2146.59326171875,0.19497761130332947
7.300000000000008,2119.09228515625,0.20562556385993958
7.400000000000009,2092.510986328125,0.2141660749912262
7.500000000000009,2066.610107421875,0.2178386151790619
7.6000000000000085,2041.945556640625,0.2208012193441391
7.700000000000008,2016.634033203125,0.22527383267879486
7.800000000000008,1992.2137451171875,0.22873307764530182
7.900000000000009,1980.116455078125,0.2289269119501114
8.000000000000009,1966.1466064453125,0.23009949922561646
8.100000000000009,1952.375,0.23420961201190948
8.20000000000001,1940.10595703125,0.2348545491695404
8.30000000000001,1924.890380859375,0.23523493111133575
8.40000000000001,1903.45654296875,0.23733147978782654
8.500000000000009,1884.9736328125,0.23906414210796356
8.600000000000009,1887.06396484375,0.23526617884635925
8.70000000000001,1873.9632568359375,0.23512820899486542
8.80000000000001,1853.28662109375,0.23694784939289093
